Date,Serial,note,PH2.0,PH2.1A,PH2.1B,PH2.1C
27/10/2016, 00420034 3435510A 38393730,BETA,,,1,
27/10/2016, 00420039 3435510F 38393730,BETA,,,1,
27/10/2016, 0042003B 34355108 38393730,BETA,,,1,
27/10/2016, 0043003D 34355108 38393730,BETA,,,1,
27/10/2016, 0043003E 34355108 38393730,BETA,,,1,
27/10/2016, 0044001B 3435510F 38393730,BETA,,,1,
27/10/2016, 0044003E 3435510B 38393730,BETA,,,1,
27/10/2016, 0045001C 3435510A 38393730,BETA,,,1,
27/10/2016, 0046003E 34355108 38393730,BETA,,,1,
27/10/2016, 00470039 34355107 38393730,BETA,,,1,
27/10/2016, 00480032 34355111 38393730,BETA,,,1,
27/10/2016, 00480034 3435510F 38393730,BETA,,,1,
27/10/2016, 00480039 34355107 38393730,BETA,,,1,
27/10/2016, 0048003D 34355108 38393730,BETA,,,1,
27/10/2016, 004A003F 34355107 38393730,BETA,,,1,
27/10/2016, 004B0020 3435510E 38393730,BETA,,,1,
27/10/2016, 004B0034 3435510F 38393730,BETA,,,1,
27/10/2016, 004B0037 34355107 38393730,BETA,,,1,
27/10/2016, 004C0029 3435510A 38393730,BETA,,,1,
27/10/2016, 004C003D 34355108 38393730,BETA,,,1,
27/10/2016, 004D0035 3435510A 38393730,BETA,,,1,
27/10/2016, 004D003E 3435510B 38393730,BETA,,,1,
27/10/2016, 004E0035 3435510A 38393730,BETA,,,1,
27/10/2016, 004E0037 34355107 38393730,BETA,,,1,
27/10/2016, 00500035 3435510A 38393730,BETA,,,1,
27/10/2016, 00500038 34355107 38393730,BETA,,,1,
27/10/2016, 00510026 3435510B 38393730,BETA,,,1,
27/10/2016, 00510035 3435510A 38393730,BETA,,,1,
27/10/2016, 00520034 3435510A 38393730,BETA,,,1,
27/10/2016, 00520035 3435510A 38393730,BETA,,,1,
27/10/2016, 0053002B 3435510F 38393730,BETA,,,1,
27/10/2016, 00540034 3435510A 38393730,BETA,,,1,
28/10/2016, 001E002C 34355111 38393730,BETA,,,1,
28/10/2016, 001F0028 3435510C 38393730,BETA,,,1,
28/10/2016, 001F002B 34355111 38393730,BETA,,,1,
28/10/2016, 001F002C 34355111 38393730,BETA,,,1,
28/10/2016, 0021002B 34355111 38393730,BETA,,,1,
28/10/2016, 0024002C 34355111 38393730,BETA,,,1,
28/10/2016, 0025002C 34355111 38393730,BETA,,,1,
28/10/2016, 0026002C 34355111 38393730,BETA,,,1,
28/10/2016, 00260040 34355108 38393730,BETA,,,1,
28/10/2016, 00270033 34355111 38393730,BETA,,,1,
28/10/2016, 002B0027 3435510C 38393730,BETA,,,1,
28/10/2016, 002C0040 3435510B 38393730,BETA,,,1,
28/10/2016, 002F0033 34355111 38393730,BETA,,,1,
28/10/2016, 0033003E 34355108 38393730,BETA,,,1,
28/10/2016, 00360026 3435510A 38393730,BETA,,,1,
28/10/2016, 003A0039 3435510F 38393730,BETA,,,1,
28/10/2016, 003F0046 3435510B 38393730,BETA,,,1,
28/10/2016, 0041003E 34355108 38393730,BETA,,,1,
28/10/2016, 0042001E 34355111 38393730,BETA,,,1,
28/10/2016, 0045003E 3435510B 38393730,BETA,,,1,
28/10/2016, 00470029 34355109 38393730,BETA,,,1,
28/10/2016, 004E0038 34355111 38393730,BETA,,,1,
28/10/2016, 004F0029 3435510A 38393730,BETA,,,1,
29/10/2016, 0023003F 3435510B 38393730,BETA,,,1,
29/10/2016, 0026003C 34355108 38393730,BETA,,,1,
29/10/2016, 002A001C 34355107 38393730,BETA,,,1,
29/10/2016, 00310039 3435510F 38393730,BETA,,,1,
29/10/2016, 00360020 34355112 38393730,BETA,,,1,
4/11/2016, 00240028 3435510C 38393730,BETA,,,1,
4/11/2016, 002B0040 3435510B 38393730,BETA,,,1,
4/11/2016, 0039001E 34355111 38393730,BETA,,,1,
4/11/2016, 003B0026 3435510F 38393730,BETA,,,1,
4/11/2016, 004F0034 3435510A 38393730,BETA,,,1,
4/11/2016, 00500039 34355111 38393730,BETA,,,1,
4/11/2016, 0054002D 3435510C 38393730,BETA,,,1,
11/11/2016, 00210033 34355111 38393730,BETA,,,1,
11/11/2016, 002C001B 34355107 38393730,BETA,,,1,
17/11/2016, 001D0037 34355107 38393730,BETA,,,1,
17/11/2016, 002E0025 34355111 38393730,BETA,,,1,
17/11/2016, 002E0026 3435510F 38393730,BETA,,,1,
17/11/2016, 0042002E 3435510A 38393730,BETA,,,1,
17/11/2016, 004E002D 3435510B 38393730,BETA,,,1,
6/12/2016, 001F0034 34355111 38393730,BETA,,,1,
6/12/2016, 00530027 3435510F 38393730,BETA,,,1,
7/12/2016, 004A003C 33355108 34383732,BETA,,,1,
17/12/2016, 00490023 3135510D 35333436,BETA,,,1,
07/02/2017, 002B0031 32334711 31363032,TEST,,,1,
